cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_news_discernment_replication_stage_98cc4ae5d006	high	76	review_cluster_representative	singleton	news discernment replication stage		1	0	1	1	0				16	1	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	news discernment replication stage
cluster_awesome_pain_coop_1f7d54a4020e	high	75	deprioritize_or_context_review	strict	Awesome Pain Coop		5	0	5	0	0				15	1	candidate_result_table=5	needs_triage_search_lead=5		lead_harvest:awesome_pain_coop		steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	github 01 download | github 01 original clean | github 04 process | github contents file list | github contents manifest
cluster_examining_the_replicability_of_online_experiments_selected_by_a_decision_market_2135c497ca2c	high	75	review_cluster_representative	strict	Examining the replicability of online experiments selected by a decision market.		3	1	2	3	0				2	9	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1038/s41562-024-02062-9 | url:https://doi.org/10.1038/s41562-024-02062-9 | title:examining_the_replicability_of_online_experiments_selected_by_a_decision_market		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Examining the replicability of online experiments selected by a decision market.
cluster_reflections_on_conducting_a_large_replication_project_in_sports_and_exercise_sci_d91300917d8d	high	74	review_cluster_representative	strict	Reflections on Conducting a Large Replication Project in Sports and Exercise Science.		5	1	4	5	0				2	6	candidate_corpus_or_database=5	discovered_search_lead=5		doi:10.1007/s40279-025-02200-x | url:https://doi.org/10.1007/s40279-025-02200-x | title:reflections_on_conducting_a_large_replication_project_in_sports_and_exercise_science		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Reflections on Conducting a Large Replication Project in Sports and Exercise Science. | Reflections on Conducting a Large Replication Project in Sports and Exercise Science
cluster_reproducibility_project_psychology_4d498106208f	high	74	review_cluster_representative	strict	Reproducibility Project: Psychology	rpp	13	1	12	11	0				7	2	candidate_bibliographic_paper=5 | candidate_context_or_methods_paper=3 | candidate_corpus_or_database=5	catalog_only_context_lead=3 | discovered_search_lead=5 | needs_triage_search_lead=5		doi:10.7910/dvn/28838 | url:https://doi.org/10.7910/dvn/28838 | title:reproducibility_project_psychology | doi:10.7910/dvn/2rlsmg | title:brazilian_reproducibility_initiative_survey_of_beliefs_data | doi:10.7910/dvn/zjrdiv | url:https://doi.org/10.7910/dvn/zjrdiv | github:brazilianreproducibilityinitiative/. | title:brazilian_reproducibility_initiative_analysis_data | url:https://dataverse.harvard.edu/citation | doi:10.7910/dvn/lc0bfp | title:brazilian_reproducibility_initiative_initial_protocols		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json | steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json | steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Reproducibility Project: Psychology | Brazilian Reproducibility Initiative Analysis Data | Brazilian Reproducibility Initiative Initial Protocols | Brazilian Reproducibility Initiative Survey of Beliefs Data
cluster_reproducibility_project_psychology_converted_data_dbb12c8785ce	high	74	review_cluster_representative	strict	Reproducibility Project: Psychology converted data	fred	2	1	1	2	0				6	7	candidate_corpus_or_database=2	discovered_search_lead=2		title:reproducibility_project_psychology_converted_data		steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	Reproducibility Project: Psychology converted data
cluster_retrieval_extinction_rats_promoted_pairs_f5ad120426b4	high	73	review_cluster_representative	singleton	retrieval extinction rats promoted pairs		1	0	1	1	0				14	2	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	retrieval extinction rats promoted pairs
cluster_contextual_bias_2026_stage_b3c3f5923612	high	72	review_cluster_representative	singleton	contextual bias 2026 stage		1	0	1	1	0				15	1	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	contextual bias 2026 stage
cluster_contextual_bias_in_verbal_credibility_assessment_fd714b93200f	high	72	inventory_source_family_artifacts	strict	Contextual bias in verbal credibility assessment	score	2	2	0	0	0				10	6	replication_project=2	auto_integrate=1 | integrated_live=1		title:contextual_bias_in_verbal_credibility_assessment		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Contextual Bias in Verbal Credibility Assessment | Contextual bias in verbal credibility assessment
cluster_fred_filtered_pair_table_59834905456c	high	72	inventory_source_family_artifacts	singleton	FReD filtered pair table	fred	1	1	0	0	0				9	7	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	FReD filtered pair table
cluster_combined_data_67882494fffd	high	70	review_cluster_representative	strict	combined data		3	0	3	3	0				11	1	candidate_result_table=3	needs_triage_search_lead=3		raw_replication_project:rescue_251 | title:combined_data		steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	combined data | parsed data
cluster_how_replicable_are_links_between_personality_traits_and_consequential_life_outco_f308cd171b71	high	70	review_cluster_representative	strict	How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project	loopr	3	1	2	3	0				2	8	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1177/0956797619831612 | url:https://doi.org/10.1177/0956797619831612 | title:how_replicable_are_links_between_personality_traits_and_consequential_life_outcomes_the_life_outcomes_of_personality_replication_project		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project
cluster_ml5figuredata_ff9760032c12	high	70	review_cluster_representative	strict	ML5FigureData		3	0	3	3	0				11	1	candidate_result_table=3	needs_triage_search_lead=3		raw_replication_project:ml5		steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	FigureData | ML5FigureData | Summary Effect Sizes - Single Effects (including Orig and RPP)
cluster_trolley_infosheet_810c53aa7a6b	high	70	review_cluster_representative	strict	trolley infosheet		3	0	3	3	0				11	1	candidate_result_table=3	needs_triage_search_lead=3		lead_harvest:psa_006_trolley		steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	simulate | trolley | trolley infosheet
cluster_eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates__af23e7a7dcd5	high	69	review_cluster_representative	strict	Eleven years of student replication projects provide evidence on the correlates of replicability in psychology.		3	1	2	3	0				3	7	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1098/rsos.231240 | url:https://doi.org/10.1098/rsos.231240 | title:eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates_of_replicability_in_psychology		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Eleven years of student replication projects provide evidence on the correlates of replicability in psychology.
cluster_local_osf_direct_replications_promoted_pairs_8d2a6d5a6492	high	69	review_cluster_representative	singleton	local osf direct replications promoted pairs		1	0	1	1	0				13	2	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	local osf direct replications promoted pairs
cluster_analyzing_data_of_a_multilab_replication_project_with_individual_participant_dat_99e29ea55df9	high	68	review_cluster_representative	strict	Analyzing Data of a Multilab Replication Project With Individual Participant Data Meta-Analysis	many_labs	5	1	4	5	0				3	4	candidate_corpus_or_database=5	discovered_search_lead=5		doi:10.1027/2151-2604/a000483 | url:https://doi.org/10.1027/2151-2604/a000483 | title:analyzing_data_of_a_multilab_replication_project_with_individual_participant_data_meta_analysis		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Analyzing Data of a Multilab Replication Project With Individual Participant Data Meta-Analysis
cluster_mastroianni_2023_replication_project_52091a0cd85e	high	68	review_cluster_representative	strict	Mastroianni_2023 Replication Project		3	1	2	3	0				4	6	candidate_corpus_or_database=3	discovered_search_lead=3		url:https://osf.io/bt58q | osf:bt58q | title:mastroianni_2023_replication_project		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json | steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Mastroianni_2023 Replication Project
cluster_preregistration_literature_search_replication_studies_and_original_studies_1777355299fe	high	68	review_cluster_representative	strict	Preregistration: Literature Search - Replication studies and original studies		2	1	1	2	0				7	5	candidate_repository_package=2	discovered_search_lead=2		url:https://osf.io/dsqep | osf:dsqep | title:preregistration_literature_search_replication_studies_and_original_studies		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Preregistration: Literature Search - Replication studies and original studies
cluster_replication_source_evidence_inventory_c694c28aef5d	high	68	review_cluster_representative	singleton	replication source evidence inventory		1	0	1	1	0				14	1	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	replication source evidence inventory
cluster_rrr_colling_2020_stage_a919baa69d9f	high	68	review_cluster_representative	singleton	rrr colling 2020 stage		1	0	1	1	0				14	1	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr colling 2020 stage
cluster_caballero_2021_replication_project_0643422d59c3	high	67	review_cluster_representative	singleton	Caballero 2021 Replication Project		1	0	1	1	0				5	8	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Caballero 2021 Replication Project
cluster_circadian_typology_is_related_to_resilience_and_optimism_in_healthy_adults_412e1e7ff46b	high	67	review_cluster_representative	strict	Circadian typology is related to resilience and optimism in healthy adults		3	1	2	3	0				10	1	candidate_repository_package=3	discovered_search_lead=3		doi:10.5281/zenodo.18681900 | url:https://zenodo.org/doi/10.5281/zenodo.18681900 | title:circadian_typology_is_related_to_resilience_and_optimism_in_healthy_adults		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Circadian typology is related to resilience and optimism in healthy adults
cluster_replicability_robustness_and_reproducibility_in_psychological_science_31459ca872d6	high	67	review_cluster_representative	strict	Replicability, Robustness, and Reproducibility in Psychological Science	score	13	1	12	13	0				4	3	candidate_corpus_or_database=13	discovered_search_lead=13		doi:10.1146/annurev-psych-020821-114157 | url:https://doi.org/10.1146/annurev-psych-020821-114157 | osf:ksfvq | title:replicability_robustness_and_reproducibility_in_psychological_science | doi:10.31234/osf.io/ksfvq | url:https://doi.org/10.31234/osf.io/ksfvq		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Replicability, Robustness, and Reproducibility in Psychological Science
