source_result_id	problem_code	severity	detail	suggested_rework
sr_3ea41f299d78	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_78c450606fc2	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_78c450606fc2	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_78c450606fc2	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_c32a10acbc15	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_c32a10acbc15	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_c32a10acbc15	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_68c0e5067d4b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_68c0e5067d4b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_68c0e5067d4b	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_f339c0254923	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_f339c0254923	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_f339c0254923	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_f339c0254923	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_9078255a0573	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_9078255a0573	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_9078255a0573	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b38402a7e48a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b38402a7e48a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b38402a7e48a	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_deff8d4a6913	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_deff8d4a6913	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_deff8d4a6913	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b0fb1425aea4	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b0fb1425aea4	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b0fb1425aea4	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_c15be1b60041	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_c15be1b60041	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_c15be1b60041	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b2348504f69b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b2348504f69b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b2348504f69b	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_87ff7572edff	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
