paper_id,prereg,publication_standard,pub_year
Ex8P,FALSE,American Economic Journal: Applied Economics,2011
Lm12,FALSE,American Economic Journal: Applied Economics,2011
5AlD,FALSE,American Economic Journal: Applied Economics,2011
e8eq,FALSE,American Economic Journal: Applied Economics,2011
QAQV,FALSE,American Economic Journal: Applied Economics,2011
1EL7,FALSE,American Economic Journal: Applied Economics,2011
7dm4,FALSE,American Economic Journal: Applied Economics,2011
xe4k,FALSE,American Economic Review,2012
jPeJ,FALSE,American Economic Journal: Applied Economics,2011
OB5v,FALSE,American Economic Journal: Applied Economics,2011
lVle,FALSE,American Economic Journal: Applied Economics,2011
PVOK,FALSE,American Economic Journal: Applied Economics,2011
B7Zj,FALSE,American Economic Journal: Applied Economics,2011
Z2QJ,FALSE,American Economic Journal: Applied Economics,2011
gQeQ,FALSE,American Economic Journal: Applied Economics,2011
GZRr,FALSE,American Economic Journal: Applied Economics,2011
dk0m,FALSE,American Economic Journal: Applied Economics,2011
mAeL,FALSE,American Economic Journal: Applied Economics,2011
DyOY,FALSE,American Economic Journal: Applied Economics,2011
v2rE,FALSE,American Economic Journal: Applied Economics,2011
z7zL,FALSE,American Economic Journal: Applied Economics,2012
9OLX,FALSE,American Economic Journal: Applied Economics,2012
dkO8,FALSE,American Economic Journal: Applied Economics,2012
wKzG,FALSE,American Economic Journal: Applied Economics,2012
A1qX,FALSE,American Economic Journal: Applied Economics,2012
VWQp,FALSE,American Economic Journal: Applied Economics,2012
4Vxe,FALSE,American Economic Journal: Applied Economics,2012
W9me,FALSE,American Economic Journal: Applied Economics,2012
OBZO,FALSE,American Economic Journal: Applied Economics,2012
KQJW,FALSE,American Economic Journal: Applied Economics,2012
VWZV,FALSE,American Economic Journal: Applied Economics,2012
v2zD,FALSE,American Economic Journal: Applied Economics,2012
qOz7,FALSE,American Economic Journal: Applied Economics,2012
B7Op,FALSE,American Economic Journal: Applied Economics,2012
RqQ7,FALSE,American Economic Journal: Applied Economics,2012
5Aj3,FALSE,American Economic Journal: Applied Economics,2012
5ALD,FALSE,American Economic Journal: Applied Economics,2012
bLd1,FALSE,American Economic Journal: Applied Economics,2012
ExbP,FALSE,American Economic Journal: Applied Economics,2012
Dy9L,FALSE,American Economic Journal: Applied Economics,2012
lV1V,FALSE,American Economic Journal: Applied Economics,2012
3BZW,FALSE,American Economic Journal: Applied Economics,2012
A15J,FALSE,American Economic Journal: Applied Economics,2012
2PLR,FALSE,American Economic Journal: Applied Economics,2012
B7dj,FALSE,American Economic Journal: Applied Economics,2012
RqZv,FALSE,American Economic Journal: Applied Economics,2012
9Ox4,FALSE,American Economic Journal: Applied Economics,2012
OBQv,FALSE,American Economic Journal: Applied Economics,2012
qOrj,FALSE,American Economic Journal: Applied Economics,2012
NPZV,FALSE,American Economic Journal: Applied Economics,2012
PVZz,FALSE,American Economic Journal: Applied Economics,2012
JXK9,FALSE,American Economic Journal: Applied Economics,2012
PVQK,FALSE,American Economic Journal: Applied Economics,2012
ExR3,FALSE,American Economic Journal: Applied Economics,2012
GZbW,FALSE,American Economic Journal: Applied Economics,2012
W9Z2,FALSE,American Economic Journal: Applied Economics,2012
e8Wl,FALSE,American Economic Journal: Applied Economics,2012
axeY,FALSE,American Economic Journal: Applied Economics,2012
dkem,FALSE,American Economic Journal: Applied Economics,2012
rWz9,FALSE,American Economic Journal: Applied Economics,2012
jPKK,FALSE,American Economic Journal: Applied Economics,2013
5A73,FALSE,American Economic Journal: Applied Economics,2013
wKwG,FALSE,American Economic Journal: Applied Economics,2013
1Exq,FALSE,American Economic Journal: Applied Economics,2013
kBJZ,FALSE,American Economic Journal: Applied Economics,2013
RqWv,FALSE,American Economic Journal: Applied Economics,2013
xJz3,FALSE,American Economic Journal: Applied Economics,2013
bLW1,FALSE,American Economic Journal: Applied Economics,2013
mAz7,FALSE,American Economic Journal: Applied Economics,2013
VW2V,FALSE,American Economic Journal: Applied Economics,2013
GZKW,FALSE,American Economic Journal: Applied Economics,2013
p5zB,FALSE,American Economic Journal: Applied Economics,2013
lVLV,FALSE,American Economic Journal: Applied Economics,2013
B7Wp,FALSE,American Economic Journal: Applied Economics,2013
Ya4g,FALSE,American Economic Journal: Applied Economics,2013
QAeP,FALSE,American Economic Journal: Applied Economics,2013
85xv,FALSE,American Economic Journal: Applied Economics,2013
9OE4,FALSE,American Economic Journal: Applied Economics,2013
y1zJ,FALSE,American Economic Journal: Applied Economics,2013
dkR8,FALSE,American Economic Journal: Applied Economics,2013
LmZx,FALSE,American Economic Journal: Applied Economics,2013
KQgY,FALSE,American Economic Journal: Applied Economics,2013
0mxL,FALSE,American Economic Journal: Applied Economics,2013
PV5z,FALSE,American Economic Journal: Applied Economics,2013
A1OJ,FALSE,American Economic Journal: Applied Economics,2013
OBdO,FALSE,American Economic Journal: Applied Economics,2013
2Pk5,FALSE,American Economic Journal: Applied Economics,2013
rWL9,FALSE,American Economic Journal: Applied Economics,2013
qOL7,FALSE,American Economic Journal: Applied Economics,2013
Exa3,FALSE,American Economic Journal: Applied Economics,2013
axq9,FALSE,American Economic Journal: Applied Economics,2013
Z2Zx,FALSE,American Economic Journal: Applied Economics,2013
XRZY,FALSE,American Economic Journal: Applied Economics,2013
gQRK,FALSE,American Economic Journal: Applied Economics,2013
W9K2,FALSE,American Economic Journal: Applied Economics,2013
z7xL,FALSE,American Economic Journal: Applied Economics,2013
JX1A,FALSE,American Economic Journal: Applied Economics,2013
7d4J,FALSE,American Economic Journal: Applied Economics,2013
XRJY,FALSE,American Economic Journal: Applied Economics,2014
LmVx,FALSE,American Economic Journal: Applied Economics,2014
7drJ,FALSE,American Economic Journal: Applied Economics,2014
RqVE,FALSE,American Economic Journal: Applied Economics,2014
QAOP,FALSE,American Economic Journal: Applied Economics,2014
9Ob1,FALSE,American Economic Journal: Applied Economics,2014
mAp7,FALSE,American Economic Journal: Applied Economics,2014
5Az3,FALSE,American Economic Journal: Applied Economics,2014
jPLK,FALSE,American Economic Journal: Applied Economics,2014
VW5V,FALSE,American Economic Journal: Applied Economics,2014
qO87,FALSE,American Economic Journal: Applied Economics,2014
e8al,FALSE,American Economic Journal: Applied Economics,2014
9Ob4,FALSE,American Economic Journal: Applied Economics,2014
Z2Px,FALSE,American Economic Journal: Applied Economics,2014
B7Bp,FALSE,American Economic Journal: Applied Economics,2014
YaEg,FALSE,American Economic Journal: Applied Economics,2014
y1eJ,FALSE,American Economic Journal: Applied Economics,2014
Exq3,FALSE,American Economic Journal: Applied Economics,2014
OBEO,FALSE,American Economic Journal: Applied Economics,2014
gQKK,FALSE,American Economic Journal: Applied Economics,2014
W9O2,FALSE,American Economic Journal: Applied Economics,2014
857v,FALSE,American Economic Journal: Applied Economics,2014
v2eD,FALSE,American Economic Journal: Applied Economics,2014
axO9,FALSE,American Economic Journal: Applied Economics,2014
DyRL,FALSE,American Economic Journal: Applied Economics,2014
JXPA,FALSE,American Economic Journal: Applied Economics,2014
4Vwe,FALSE,American Economic Journal: Applied Economics,2014
0mXL,FALSE,American Economic Journal: Applied Economics,2014
dkd8,FALSE,American Economic Journal: Applied Economics,2014
kBbZ,FALSE,American Economic Journal: Applied Economics,2014
RqVv,TRUE,American Economic Journal: Applied Economics,2014
p5vB,FALSE,American Economic Journal: Applied Economics,2014
PVPz,FALSE,American Economic Journal: Applied Economics,2014
xJk3,FALSE,American Economic Journal: Applied Economics,2014
1E7q,FALSE,American Economic Journal: Applied Economics,2014
KQBY,FALSE,American Economic Journal: Applied Economics,2014
3ByW,FALSE,American Economic Journal: Applied Economics,2014
NPqV,FALSE,American Economic Journal: Applied Economics,2014
A1bJ,FALSE,American Economic Journal: Applied Economics,2014
2Pj5,FALSE,American Economic Journal: Applied Economics,2014
B7Bk,FALSE,American Economic Journal: Applied Economics,2015
PVP7,FALSE,American Economic Journal: Applied Economics,2015
VW5e,FALSE,American Economic Journal: Applied Economics,2015
xJaW,FALSE,American Economic Journal: Applied Economics,2015
wK77,FALSE,American Economic Journal: Applied Economics,2015
dkdZ,FALSE,American Economic Journal: Applied Economics,2015
qO8v,FALSE,American Economic Journal: Applied Economics,2015
NPK8,FALSE,American Economic Journal: Applied Economics,2015
bLAN,FALSE,American Economic Journal: Applied Economics,2015
Exqm,FALSE,American Economic Journal: Applied Economics,2015
p5md,FALSE,American Economic Journal: Applied Economics,2015
GZ5b,FALSE,American Economic Journal: Applied Economics,2015
0mya,FALSE,American Economic Journal: Applied Economics,2015
y12k,FALSE,American Economic Journal: Applied Economics,2015
OBEB,FALSE,American Economic Journal: Applied Economics,2015
Lm9B,FALSE,American Economic Journal: Applied Economics,2015
lVKL,FALSE,American Economic Journal: Applied Economics,2015
85g9,FALSE,American Economic Journal: Applied Economics,2015
XRWv,FALSE,American Economic Journal: Applied Economics,2015
Z29k,TRUE,American Economic Journal: Applied Economics,2015
DyAD,FALSE,American Economic Journal: Applied Economics,2015
QAB1,FALSE,American Economic Journal: Applied Economics,2015
mA71,FALSE,American Economic Journal: Applied Economics,2015
4VgW,FALSE,American Economic Journal: Applied Economics,2015
jPa2,FALSE,American Economic Journal: Applied Economics,2015
z7Xr,FALSE,American Economic Journal: Applied Economics,2015
3Bgd,FALSE,American Economic Journal: Applied Economics,2015
5Azw,FALSE,American Economic Journal: Applied Economics,2015
kB7z,FALSE,American Economic Journal: Applied Economics,2015
A1bY,FALSE,American Economic Journal: Applied Economics,2015
v2wa,FALSE,American Economic Journal: Applied Economics,2015
gQW8,FALSE,American Economic Journal: Applied Economics,2015
rWZd,FALSE,American Economic Journal: Applied Economics,2015
e85p,FALSE,American Economic Journal: Applied Economics,2015
W9OX,FALSE,American Economic Journal: Applied Economics,2015
PVE7,FALSE,American Economic Journal: Applied Economics,2016
0mra,FALSE,American Economic Journal: Applied Economics,2016
9Ol1,FALSE,American Economic Journal: Applied Economics,2016
DyBD,FALSE,American Economic Journal: Applied Economics,2016
A1QY,FALSE,American Economic Journal: Applied Economics,2016
1Erv,FALSE,American Economic Journal: Applied Economics,2016
bLvN,FALSE,American Economic Journal: Applied Economics,2016
7dQ3,TRUE,American Economic Journal: Applied Economics,2016
5AQw,FALSE,American Economic Journal: Applied Economics,2016
OB2B,FALSE,American Economic Journal: Applied Economics,2016
NPa8,FALSE,American Economic Journal: Applied Economics,2016
ExVm,FALSE,American Economic Journal: Applied Economics,2016
p5Ad,FALSE,American Economic Journal: Applied Economics,2016
YaW2,FALSE,American Economic Journal: Applied Economics,2016
B7Ek,FALSE,American Economic Journal: Applied Economics,2016
v29a,FALSE,American Economic Journal: Applied Economics,2016
JXOQ,FALSE,American Economic Journal: Applied Economics,2016
z74r,FALSE,American Economic Journal: Applied Economics,2016
QAP1,FALSE,American Economic Journal: Applied Economics,2016
jPy2,FALSE,American Economic Journal: Applied Economics,2016
KQWd,FALSE,American Economic Journal: Applied Economics,2016
dkJZ,FALSE,American Economic Journal: Applied Economics,2016
axp3,FALSE,American Economic Journal: Applied Economics,2016
qOqv,FALSE,American Economic Journal: Applied Economics,2016
RqBE,FALSE,American Economic Journal: Applied Economics,2016
wKR7,FALSE,American Economic Journal: Applied Economics,2016
gQr8,FALSE,American Economic Journal: Applied Economics,2016
e8Dp,FALSE,American Economic Journal: Applied Economics,2016
4VQW,FALSE,American Economic Journal: Applied Economics,2016
xe4k,FALSE,American Economic Review,2012
GZqb,FALSE,American Economic Journal: Applied Economics,2016
3Brd,FALSE,American Economic Journal: Applied Economics,2016
lVEL,FALSE,American Economic Journal: Applied Economics,2016
rWdd,FALSE,American Economic Journal: Applied Economics,2016
2Pr1,FALSE,American Economic Journal: Applied Economics,2016
VWde,FALSE,American Economic Journal: Applied Economics,2016
mAP1,FALSE,American Economic Journal: Applied Economics,2016
W95X,FALSE,American Economic Journal: Applied Economics,2016
1E9v,FALSE,American Economic Journal: Applied Economics,2017
XROv,FALSE,American Economic Journal: Applied Economics,2017
VWYe,FALSE,American Economic Journal: Applied Economics,2017
RqY9,FALSE,American Economic Journal: Applied Economics,2017
ExAN,TRUE,American Economic Journal: Applied Economics,2017
qOQQ,FALSE,American Economic Journal: Applied Economics,2017
9OK1,FALSE,American Economic Journal: Applied Economics,2017
W9NZ,FALSE,American Economic Journal: Applied Economics,2017
B7Px,FALSE,American Economic Journal: Applied Economics,2017
85b9,FALSE,American Economic Journal: Applied Economics,2017
5AKz,FALSE,American Economic Journal: Applied Economics,2017
9OKL,FALSE,American Economic Journal: Applied Economics,2017
W9NX,FALSE,American Economic Journal: Applied Economics,2017
VWYD,FALSE,American Economic Journal: Applied Economics,2017
A1EG,FALSE,American Economic Journal: Applied Economics,2017
B7Pk,FALSE,American Economic Journal: Applied Economics,2017
PVb7,FALSE,American Economic Journal: Applied Economics,2017
OBed,FALSE,American Economic Journal: Applied Economics,2017
KQ9d,FALSE,American Economic Journal: Applied Economics,2017
ax43,FALSE,American Economic Journal: Applied Economics,2017
7d13,FALSE,American Economic Journal: Applied Economics,2017
LmRB,FALSE,American Economic Journal: Applied Economics,2017
A1EY,FALSE,American Economic Journal: Applied Economics,2017
2PR1,FALSE,American Economic Journal: Applied Economics,2017
Z28k,FALSE,American Economic Journal: Applied Economics,2017
Ya82,FALSE,American Economic Journal: Applied Economics,2017
z7qm,FALSE,American Economic Journal: Applied Economics,2017
xJVW,FALSE,American Economic Journal: Applied Economics,2017
ExAm,FALSE,American Economic Journal: Applied Economics,2017
RqYE,FALSE,American Economic Journal: Applied Economics,2017
5AKw,FALSE,American Economic Journal: Applied Economics,2017
OBeB,FALSE,American Economic Journal: Applied Economics,2017
dkxZ,FALSE,American Economic Journal: Applied Economics,2017
GZdj,FALSE,American Economic Journal: Applied Economics,2017
dkxJ,FALSE,American Economic Journal: Applied Economics,2017
JXWQ,FALSE,American Economic Journal: Applied Economics,2017
qOQv,FALSE,American Economic Journal: Applied Economics,2017
kBQz,FALSE,American Economic Journal: Applied Economics,2017
y1Ak,FALSE,American Economic Journal: Applied Economics,2017
lVpy,FALSE,American Economic Journal: Applied Economics,2017
bLyQ,FALSE,American Economic Journal: Applied Economics,2017
PVba,FALSE,American Economic Journal: Applied Economics,2017
y1jG,FALSE,American Economic Journal: Applied Economics,2018
NPeR,FALSE,American Economic Journal: Applied Economics,2018
VWLD,FALSE,American Economic Journal: Applied Economics,2018
mA8Q,FALSE,American Economic Journal: Applied Economics,2018
7dwp,FALSE,American Economic Journal: Applied Economics,2018
dkNJ,FALSE,American Economic Journal: Applied Economics,2018
z7bm,FALSE,American Economic Journal: Applied Economics,2018
GZQj,FALSE,American Economic Journal: Applied Economics,2018
5Avz,FALSE,American Economic Journal: Applied Economics,2018
W9LZ,FALSE,American Economic Journal: Applied Economics,2018
v2QL,FALSE,American Economic Journal: Applied Economics,2018
QAja,TRUE,American Economic Journal: Applied Economics,2018
bLYQ,FALSE,American Economic Journal: Applied Economics,2018
2PvO,FALSE,American Economic Journal: Applied Economics,2018
DyVj,FALSE,American Economic Journal: Applied Economics,2018
ExXN,FALSE,American Economic Journal: Applied Economics,2018
3BvY,FALSE,American Economic Journal: Applied Economics,2018
gQY7,FALSE,American Economic Journal: Applied Economics,2018
Z2Nl,FALSE,American Economic Journal: Applied Economics,2018
OByd,FALSE,American Economic Journal: Applied Economics,2018
XR4z,FALSE,American Economic Journal: Applied Economics,2018
